50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,timestamp,type,under_pressure
,,,,,,,,,,,,3.16,,,,,,,,,,,,,,,edaf8b67-3658-46df-946c-9da83a808952,161,,"[16.0, 76.0]",7532,3,,-0.38050637,,,Right Foot,,,,"[66.0, 56.0]",,High Pass,53.851646,,Incomplete,Renato Fabrizio Tapia Cortijo,,,Free Kick,1,From Free Kick,Christian Guillermo Martín Ramos Garagay,5530.0,Right Center Back,10,Peru,784,"['7555b2ba-4be4-45ff-a64b-1d404921f001', '9db8ce3e-1770-411f-8e3f-ea238b97f4c0']",21,,,,,,,,,,,,,,,Peru,00:03:21.000,Pass,
,,,,,,,,,,,,2.6,,,,,,,,,,,,,,,9db8ce3e-1770-411f-8e3f-ea238b97f4c0,163,,"[55.0, 25.0]",7532,3,,0.57133746,,,Head,,,,"[83.0, 43.0]",,High Pass,33.286633,,Incomplete,Nicolai Jørgensen,,,Recovery,1,From Free Kick,Thomas Delaney,5527.0,Left Center Midfield,10,Peru,784,"['65e6f010-14e1-4e93-bbac-bbb298c54d24', '9ce1dab2-1f48-4884-bd5e-b44ce1128b51', 'edaf8b67-3658-46df-946c-9da83a808952']",24,,,,,,,,,,,,,,,Denmark,00:03:24.160,Pass,
,,,,,,,,,,,,1.52,,,,,,,,,,,,,,,65e6f010-14e1-4e93-bbac-bbb298c54d24,165,,"[38.0, 38.0]",7532,3,,-1.0636978,,,Head,,,,"[43.0, 29.0]",,High Pass,10.29563,,,Miguel Ángel Trauco Saavedra,,,Recovery,1,From Free Kick,Alberto Junior Rodríguez Valdelomar,5532.0,Left Center Back,10,Peru,784,"['7cb34962-7980-4023-b27b-f1a0457f8eb4', '9db8ce3e-1770-411f-8e3f-ea238b97f4c0']",26,,,,,,,,,,,,,,,Peru,00:03:26.760,Pass,
,,,,,,,,,,,,0.32,,,,,,,,,,,,,,,dc80808f-3c79-4a21-ba92-947bfab39d47,169,,"[43.0, 27.0]",7532,3,,-1.0303768,,,Left Foot,,,,"[46.0, 22.0]",,Ground Pass,5.8309517,,Incomplete,Édison Michael Flores Peralta,,,,1,From Free Kick,Miguel Ángel Trauco Saavedra,5518.0,Left Back,10,Peru,784,"['29cded95-b7e4-4b1f-bedc-42b01cfd6e63', 'c061c291-791a-49cc-81d6-03d717731675', 'f71863f2-6c29-4d19-8128-f9f9a6595677']",29,,,,,,,,,,,,,,,Peru,00:03:29.280,Pass,True
,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,86ae1bd7-82c8-4c7a-a92e-9c41403e2a1a,175,,"[107.0, 69.0]",7532,3,,-1.5707964,,,Right Foot,,,,"[107.0, 56.0]",,Ground Pass,13.0,,Incomplete,Pione Sisto Ifolo Emirmija,,,,1,From Free Kick,Nicolai Jørgensen,5522.0,Center Forward,10,Peru,784,"['0b0dd7ed-1cb6-43c1-a1c3-0879fc559901', '86e8732c-da7f-4159-8625-76af31cb7390', 'e568e022-20ad-4e6d-8229-cb5fe11f00e9']",34,,,,,,,,,,,,,,,Denmark,00:03:34.680,Pass,True
,,,,,,,,,,,,2.04,,,,,,,,,,,,,,,de217f13-c64a-4791-b075-8041d300b4fd,179,,"[6.0, 23.0]",7532,3,,-0.25168997,,,Left Foot,,,,"[41.0, 14.0]",,High Pass,36.138622,,Incomplete,Christian Alberto Cueva Bravo,,,,1,From Free Kick,Miguel Ángel Trauco Saavedra,5518.0,Left Back,10,Peru,784,"['4208a26f-ca02-40ea-bf98-10e074b8c490', 'ace046ac-210f-4a37-ae05-c15aacd24a9f']",38,,,,,,,,,,,,,,,Peru,00:03:38.040,Pass,
,,,,,,,,,,,,1.253,,,,,,,,,,,,,,,ace046ac-210f-4a37-ae05-c15aacd24a9f,181,,"[80.0, 67.0]",7532,3,,-0.4636476,,,Head,,,,"[94.0, 60.0]",,High Pass,15.652476,,,Pione Sisto Ifolo Emirmija,,,Recovery,1,Regular Play,William Vitved Kvist Jørgensen,5517.0,Right Center Midfield,11,Denmark,776,"['258bffcc-d56a-4d83-a238-cae5ee7a760d', 'de217f13-c64a-4791-b075-8041d300b4fd']",40,,,,,,,,,,,,,,,Denmark,00:03:40.080,Pass,
,,,,,,,,,,,,0.767,,,,,,,,,,,,,,,2c7a9195-9175-4d37-ba08-13842116c911,184,,"[94.0, 60.0]",7532,3,,2.6779451,,,Right Foot,,,,"[90.0, 62.0]",,Low Pass,4.472136,,,Christian Dannemann Eriksen,,,,1,Regular Play,Pione Sisto Ifolo Emirmija,5516.0,Left Wing,11,Denmark,776,['46caae7a-1038-4bd7-9715-677ea3e2d329'],41,,,,,,,,,,,,,,,Denmark,00:03:41.492,Pass,
,,,,,,,,,,,,1.013,,,,,,,,,,,,,,,d2c017dd-6874-433c-9ccc-df410e1d6820,187,,"[90.0, 62.0]",7532,3,,2.2974386,,,Left Foot,,,,"[82.0, 71.0]",,Low Pass,12.0415945,,,Henrik Dalsgaard,,,,1,Regular Play,Christian Dannemann Eriksen,3043.0,Center Attacking Midfield,11,Denmark,776,['0a9fad22-84ab-4194-8eaa-ac77548bd50d'],42,,,,,,,,,,,,,,,Denmark,00:03:42.600,Pass,
,,,,,,,,,,,,2.733,,,,,,,,,,,,,,,8177cc57-2691-45ab-a1b3-7fd3beb19585,191,,"[90.0, 72.0]",7532,3,,0.3708913,,,Right Foot,,,,"[108.0, 79.0]",,High Pass,19.313208,,,Christian Dannemann Eriksen,,,,1,Regular Play,Henrik Dalsgaard,4763.0,Right Back,11,Denmark,776,['72acd3e0-1bbf-4433-8c4c-6d6214f86713'],45,,,,,,,,,,,,,,,Denmark,00:03:45.880,Pass,
,,,,,,,,,,,,0.973,,,,,,,,,,,,,,,f24053c3-2e7b-45ba-9e56-66139e604d58,196,,"[104.0, 78.0]",7532,3,,-1.2924967,,,Left Foot,,,,"[106.0, 71.0]",,Ground Pass,7.28011,,,Henrik Dalsgaard,,,,1,Regular Play,Christian Dannemann Eriksen,3043.0,Center Attacking Midfield,11,Denmark,776,"['76469c15-c583-42fc-bbaf-d61a0fac4b52', 'b3f2857b-9a59-4320-8a9c-90d687e0a979']",51,,,,,,,,,,,,,,,Denmark,00:03:51.840,Pass,True
,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,d410d103-3727-47c0-8ee6-95ece0a1ae76,200,,"[112.0, 67.0]",7532,3,,-1.7415315,,,Right Foot,True,,,"[107.0, 38.0]",,High Pass,29.427877,,,Thomas Delaney,,,,1,Regular Play,Henrik Dalsgaard,4763.0,Right Back,11,Denmark,776,"['3ef50510-2fad-4567-996b-9e6bcc295e2d', '97597289-69d7-439e-a957-2894619822be']",53,,,,,,,,,,,,,,,Denmark,00:03:53.880,Pass,True
,,,,,,,,,,,,3.2,,,,,,,,,,,,,,,1253602d-fc05-485b-a322-4a17cde2c5e2,204,,"[29.0, 42.0]",7532,4,,-0.456845,,,Left Foot,,,,"[88.0, 13.0]",,High Pass,65.74192,,,Jefferson Agustín Farfán Guadalupe,,,Free Kick,1,From Free Kick,Pedro David Gallese Quiróz,5528.0,Goalkeeper,12,Peru,784,['63694a6b-b5e6-42f2-b2f9-3d9c0d60b239'],40,,,,,,,,,,,,,,,Peru,00:04:40.800,Pass,
,,,,,,,,,,,,1.333,,,,,,,,,,,,,,,e3d37018-e7fb-4947-bfa4-418b4c9d2060,207,,"[88.0, 13.0]",7532,4,True,1.0714496,,,,,,,"[94.0, 24.0]",,High Pass,12.529964,,,André Martín Carrillo Díaz,,,,1,From Free Kick,Jefferson Agustín Farfán Guadalupe,5531.0,Center Forward,12,Peru,784,"['464b4bbc-809d-47ab-9247-e197b0ea926b', '81cafecf-bbee-4be5-a867-ce2266760eac']",44,,,,,,,,,,,,,,,Peru,00:04:44.000,Pass,True
,,,,,,,,,,,,0.56,,,,,,,,,,,,,,,24dd6505-a3dc-49f1-8eae-6f1c5d862c27,210,,"[94.0, 24.0]",7532,4,,-0.4636476,,,Right Foot,,,,"[100.0, 21.0]",,Ground Pass,6.708204,,,Christian Alberto Cueva Bravo,,,,1,From Free Kick,André Martín Carrillo Díaz,3632.0,Right Wing,12,Peru,784,['6cc9a413-dc38-4834-a9ef-745e6742edb3'],45,,,,,,,,,,,,,,,Peru,00:04:45.360,Pass,
,,,,,,,,,,,,1.52,,,,,,,,,,,,,,,7d462335-3dcb-43b1-b01c-f94fa1a50315,218,,"[29.0, 41.0]",7532,4,True,0.0,,,,,,,"[34.0, 41.0]",,High Pass,5.0,,Incomplete,Pione Sisto Ifolo Emirmija,,,Recovery,1,From Free Kick,Thomas Delaney,5527.0,Left Center Midfield,12,Peru,784,"['13f08422-b990-4130-95c2-586000f07337', '92fb779a-4d6b-488a-a484-49f9a5ff95a5', 'df6396ce-ddb6-415e-a795-4eb9f9a6ba90']",49,,,,,,,,,,,,,,,Denmark,00:04:49.920,Pass,True
,,,,,,,,,,,,1.44,,,,,,,,,,,,,,,df6396ce-ddb6-415e-a795-4eb9f9a6ba90,220,,"[87.0, 40.0]",7532,4,,1.5152978,3e0c5a8e-9c11-40e6-92fb-dad5cffa5130,,Right Foot,,,,"[88.0, 58.0]",,Low Pass,18.027756,,,Luis Jan Piers Advíncula Castrillón,True,,Recovery,1,From Free Kick,Renato Fabrizio Tapia Cortijo,5523.0,Right Center Midfield,12,Peru,784,"['7d462335-3dcb-43b1-b01c-f94fa1a50315', 'b55e3add-b19f-4b89-ae8e-b13ee8cdc0ca']",51,,,,,,,,,,,,,,,Peru,00:04:51.440,Pass,
,,,,,,,,,,,,5.573,,,,,,,,,,,,,,,e87dae37-66c1-44f9-a15b-b19d6234693b,225,,"[7.0, 36.0]",7532,5,,0.45881674,,,Right Foot,,,,"[90.0, 77.0]",,High Pass,92.574295,,,Yussuf Yurary Poulsen,,True,Goal Kick,1,From Goal Kick,Kasper Schmeichel,3815.0,Goalkeeper,13,Denmark,776,['0be4e3ab-a1ce-4ebf-82fe-b977dc376b10'],26,,,,,,,,,,,,,,,Denmark,00:05:26.120,Pass,
,,,,,,,,,,,,1.307,,,,,,,,,,,,,,,b8fe7598-c96d-48f1-acb8-266eb2c005bc,229,,"[90.0, 78.0]",7532,5,,-0.4636476,,,Right Foot,,,,"[104.0, 71.0]",,Low Pass,15.652476,,Incomplete,Nicolai Jørgensen,,,,1,From Goal Kick,Yussuf Yurary Poulsen,5536.0,Right Wing,13,Denmark,776,"['9b0d1d6c-67fb-4b7a-bb07-aaa06055552f', 'aafa05e2-21e4-44b9-aa76-8a94d27731bd', 'dc33c5a5-02b1-4619-81f7-ed8361552596']",32,,,,,,,,,,,,,,,Denmark,00:05:32.333,Pass,True
,,,,,,,,,,,,1.16,,,,,,,,,,,,,,,a57d9192-9a5b-4426-85d5-fe51a0a6b817,236,,"[18.0, 1.0]",7532,5,,0.26060238,,,,,,,"[33.0, 5.0]",,High Pass,15.524175,,,Víctor Yoshimar Yotún Flores,,,Throw-in,1,From Throw In,Miguel Ángel Trauco Saavedra,5518.0,Left Back,15,Peru,784,['63613a31-8dda-4d2c-ae99-08cfa388c85b'],42,,,,,,,,,,,,,,,Peru,00:05:42.760,Pass,
,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,ec904c5b-d972-4800-a06e-b40afeaaf44a,239,,"[37.0, 4.0]",7532,5,,0.0,,,Left Foot,,,,"[57.0, 4.0]",,High Pass,20.0,,,Jefferson Agustín Farfán Guadalupe,,,,1,From Throw In,Víctor Yoshimar Yotún Flores,5529.0,Left Center Midfield,15,Peru,784,['afde7da8-2d43-40f0-9d87-9d14c5c6467c'],44,,,,,,,,,,,,,,,Peru,00:05:44.880,Pass,
,,,,,,,,,,,,1.16,,,,,,,,,,,,,,,9281cb4f-91ff-4850-a24e-469663ca1ab8,244,,"[56.0, 3.0]",7532,6,,2.226492,,,Left Foot,,,,"[46.0, 16.0]",,Ground Pass,16.40122,,,Renato Fabrizio Tapia Cortijo,,,Free Kick,1,From Free Kick,Víctor Yoshimar Yotún Flores,5529.0,Left Center Midfield,16,Peru,784,['21aea991-0600-4089-a96a-ab1c80aa7eea'],0,,,,,,,,,,,,,,,Peru,00:06:00.040,Pass,
,,,,,,,,,,,,0.72,,,,,,,,,,,,,,,af109f3d-2044-4d86-a70f-d1194f13bd40,247,,"[45.0, 24.0]",7532,6,,-1.4382448,,,Right Foot,,,,"[47.0, 9.0]",,Ground Pass,15.132746,,,Víctor Yoshimar Yotún Flores,,,,1,From Free Kick,Renato Fabrizio Tapia Cortijo,5523.0,Right Center Midfield,16,Peru,784,['b43e8a46-73df-4cb0-937e-7c924af9fdc1'],5,,,,,,,,,,,,,,,Peru,00:06:05.120,Pass,
,,,,,,,,,,,,0.84,,,,,,,,,,,,,,,178f6f56-08d1-4d3e-b970-1c6d67d24a0b,251,,"[47.0, 9.0]",7532,6,,1.7033478,,,Left Foot,,,,"[45.0, 24.0]",,Ground Pass,15.132746,,,Renato Fabrizio Tapia Cortijo,,,,1,From Free Kick,Víctor Yoshimar Yotún Flores,5529.0,Left Center Midfield,16,Peru,784,"['1d509398-d4da-4e76-b39e-000af6f7bf0d', '66511c8a-aa14-4afa-8f27-50afb0f66208']",6,,,,,,,,,,,,,,,Peru,00:06:06.440,Pass,True
,,,,,,,,,,,,3.053,,,,,,,,,,,,,,,b67ffb7a-2770-48d0-87ad-6adf98f1c4c5,254,,"[50.0, 29.0]",7532,6,,0.31154683,,,Left Foot,,,,"[109.0, 48.0]",,High Pass,61.983868,,Incomplete,,,,,1,From Free Kick,Renato Fabrizio Tapia Cortijo,5523.0,Right Center Midfield,16,Peru,784,['89105c4a-0d16-42b5-ad5c-16040f00eafe'],8,,,,,,,,,,,,,,,Peru,00:06:08.800,Pass,
,,,,,,,,,,,,1.373,,,,,,,,,,,,,,,fc40670e-76b2-4c7d-9c94-32f88b38d75f,257,,"[15.0, 31.0]",7532,6,,0.1798535,,,Keeper Arm,,,,"[26.0, 33.0]",,Ground Pass,11.18034,,,Andreas Christensen,,,,1,Regular Play,Kasper Schmeichel,3815.0,Goalkeeper,17,Denmark,776,['a91dbf82-1379-463b-bd20-68412000db5e'],13,,,,,,,,,,,,,,,Denmark,00:06:13.400,Pass,
,,,,,,,,,,,,1.973,,,,,,,,,,,,,,,5a14d796-0109-48e5-b3cf-0b16cb85934e,260,,"[38.0, 40.0]",7532,6,,3.0981417,,,Left Foot,,,,"[15.0, 41.0]",,Ground Pass,23.021729,,,Kasper Schmeichel,,,,1,Regular Play,Andreas Christensen,3959.0,Left Center Back,17,Denmark,776,['d4adb19a-246a-4902-9f0b-818a133ca47d'],23,,,,,,,,,,,,,,,Denmark,00:06:23.480,Pass,
,,,,,,,,,,,,1.707,,,,,,,,,,,,,,,e4fe1bcb-2836-41b0-9ba2-469ffd5a4090,263,,"[25.0, 48.0]",7532,6,,-0.6177557,,,Right Foot,,,,"[63.0, 21.0]",,High Pass,46.615448,,Incomplete,Jens Stryger Larsen,,,,1,Regular Play,Kasper Schmeichel,3815.0,Goalkeeper,17,Denmark,776,"['748a88d3-7ff8-4aa1-9d4e-99e58afbfc14', 'ad26f1dd-be2f-4184-be47-566e0f366a8b']",29,,,,,,,,,,,,,,,Denmark,00:06:29.653,Pass,
,,,,,,,,,,,,1.84,,,,,,,,,,,,,,,f62464bf-60f4-4367-88e9-ae90cf31da48,273,,"[101.0, 63.0]",7532,6,,2.6779451,,,Right Foot,,,,"[89.0, 69.0]",,Ground Pass,13.416408,,,Christian Alberto Cueva Bravo,,,,1,Regular Play,André Martín Carrillo Díaz,3632.0,Right Wing,18,Peru,784,"['25ae14ba-919e-406e-b027-a1b1f5fe2f69', '551c5070-6da9-4cfe-9f6f-80e048d83bda']",43,,,,,,,,,,,,,,,Peru,00:06:43.080,Pass,True
,,,,,,,,,,,,1.12,,,,,,,,,,,,,,,9ef3d885-af4e-4171-a88d-6fa2bba9b8d2,276,,"[89.0, 70.0]",7532,6,,0.61072594,,,Right Foot,,,,"[99.0, 77.0]",,Ground Pass,12.206555,,,Luis Jan Piers Advíncula Castrillón,,,,1,Regular Play,Christian Alberto Cueva Bravo,5519.0,Center Attacking Midfield,18,Peru,784,['d84deeeb-ba92-4355-8faa-2156faff9a93'],45,,,,,,,,,,,,,,,Peru,00:06:45.440,Pass,
,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,1e82cf3b-d696-41a0-bad5-5d3da446eea7,279,,"[98.0, 77.0]",7532,6,,-2.83354,,,Left Foot,,,,"[76.0, 70.0]",,Ground Pass,23.086792,,,Christian Alberto Cueva Bravo,,,,1,Regular Play,Luis Jan Piers Advíncula Castrillón,5521.0,Right Back,18,Peru,784,['17e809d7-e98a-4d28-ad1f-953afaf49ba9'],47,,,,,,,,,,,,,,,Peru,00:06:47.480,Pass,
,,,,,,,,,,,,1.253,,,,,,,,,,,,,,,60b0deae-1de6-4432-b84f-b98934e05d6e,283,,"[73.0, 71.0]",7532,6,,-0.5971767,,,Right Foot,,,,"[98.0, 54.0]",,Low Pass,30.232433,,Incomplete,Édison Michael Flores Peralta,,,,1,Regular Play,Christian Alberto Cueva Bravo,5519.0,Center Attacking Midfield,18,Peru,784,"['10b46b09-85ef-4435-98de-c96b16ee8619', 'ddd35847-80e7-4620-8b46-519aadeaec98']",51,,,,,,,,,,,,,,,Peru,00:06:51.880,Pass,
,,,,,,,,,,,,1.413,,,,,,,,,,,,,,,3fb3c9ae-4dd2-44b8-b534-14909a2036ea,288,,"[22.0, 30.0]",7532,6,,2.5213432,,,Right Foot,,,,"[8.0, 40.0]",,Ground Pass,17.20465,,,Kasper Schmeichel,,,,1,Regular Play,Andreas Christensen,3959.0,Left Center Back,18,Peru,784,"['593d883d-95ae-48ce-bd4a-795b3a75cf6f', 'a8ec2288-e24a-47d4-ab80-a51a129b8751']",55,,,,,,,,,,,,,,,Denmark,00:06:55.680,Pass,True
,,,,,,,,,,,,3.427,,,,,,,,,,,,,,,96a827f2-71e2-4383-b6f5-ae79216cb028,291,,"[8.0, 40.0]",7532,6,,-0.22423474,,,Right Foot,,,,"[65.0, 27.0]",,High Pass,58.463665,,Incomplete,Nicolai Jørgensen,,,,1,Regular Play,Kasper Schmeichel,3815.0,Goalkeeper,18,Peru,784,"['9daa92a3-ed4e-456d-ae22-08afd10f20f3', 'ffb2cc3b-171b-48c9-b13a-967f871c4288']",57,,,,,,,,,,,,,,,Denmark,00:06:57.213,Pass,
,,,,,,,,,,,,2.56,,,,,,,,,,,,,,,9daa92a3-ed4e-456d-ae22-08afd10f20f3,293,,"[56.0, 54.0]",7532,7,,-0.7551044,,,Head,,,,"[73.0, 38.0]",,High Pass,23.345236,,,Víctor Yoshimar Yotún Flores,,,Recovery,1,Regular Play,Christian Guillermo Martín Ramos Garagay,5530.0,Right Center Back,18,Peru,784,"['8378d7c4-5289-473a-860d-f5649161d3b3', '96a827f2-71e2-4383-b6f5-ae79216cb028']",0,,,,,,,,,,,,,,,Peru,00:07:00.640,Pass,
,,,,,,,,,,,,1.76,,,,,,,,,,,,,,,3596a521-99d9-4d49-bd44-94d6ac7454e3,297,,"[69.0, 38.0]",7532,7,,-2.1112158,,,Left Foot,,,,"[60.0, 23.0]",,Ground Pass,17.492855,,,Miguel Ángel Trauco Saavedra,,,,1,Regular Play,Víctor Yoshimar Yotún Flores,5529.0,Left Center Midfield,18,Peru,784,['1e416004-5c90-45ad-9c15-a97051d29ef5'],3,,,,,,,,,,,,,,,Peru,00:07:03.840,Pass,
,,,,,,,,,,,,1.08,,,,,,,,,,,,,,,24678d81-a689-4b76-b6da-e4131f4a50b0,300,,"[63.0, 21.0]",7532,7,,-0.14888994,,,Left Foot,,,,"[83.0, 18.0]",,Ground Pass,20.22375,,,Édison Michael Flores Peralta,,,,1,Regular Play,Miguel Ángel Trauco Saavedra,5518.0,Left Back,18,Peru,784,['b2b78a56-ca6f-43d9-8d3c-aed11ae20027'],6,,,,,,,,,,,,,,,Peru,00:07:06.640,Pass,
,,,,,,,,,,,,1.52,,,,,,,,,,,,,,,3826d418-2a91-42ff-a647-2d6e9c14bd11,302,,"[83.0, 18.0]",7532,7,,2.5829933,6e6f1221-8258-4bc9-a22d-90a2a2a84f98,,Left Foot,,,,"[75.0, 23.0]",,Ground Pass,9.433981,,,Víctor Yoshimar Yotún Flores,True,,,1,Regular Play,Édison Michael Flores Peralta,5525.0,Left Wing,18,Peru,784,['982a200e-84ee-4ae4-a7dd-bdd4955a5515'],7,,,,,,,,,,,,,,,Peru,00:07:07.720,Pass,
,,,,,,,,,,,,1.453,,,,,,,,,,,,,,,33ac1b1b-e576-4d30-86e8-2c7aec7950b9,309,,"[71.0, 78.0]",7532,7,True,-0.7853982,,,,,,,"[88.0, 61.0]",,High Pass,24.04163,,,Nicolai Jørgensen,,,Recovery,1,From Counter,Henrik Dalsgaard,4763.0,Right Back,20,Denmark,776,"['487a1ddc-7ae3-4b64-9641-4c44c150e098', '7814e3ad-c44b-4298-8e80-a8dbb460856c']",31,,,,,,,,,,,,,,,Denmark,00:07:31.640,Pass,True
,,,,,,,,,,,,2.4,,,,,,,,,,,,,,,5e9a08fc-ab3d-49a0-9dee-6a195719e8f8,313,,"[34.0, 20.0]",7532,8,,1.8925469,,,Left Foot,,,,"[23.0, 53.0]",,Ground Pass,34.785053,,,Christian Guillermo Martín Ramos Garagay,,,Free Kick,1,From Free Kick,Víctor Yoshimar Yotún Flores,5529.0,Left Center Midfield,21,Peru,784,['29c535af-49d8-444b-9b9c-7be7d439aeca'],0,,,,,,,,,,,,,,,Peru,00:08:00.960,Pass,
,,,,,,,,,,,,1.36,,,,,,,,,,,,,,,4dba5cd1-a9b7-45f1-8b4a-94c06318d82d,316,,"[57.0, 62.0]",7532,8,,0.8519663,,,Right Foot,,,,"[71.0, 78.0]",,Ground Pass,21.260292,,,Luis Jan Piers Advíncula Castrillón,,,,1,From Free Kick,Christian Guillermo Martín Ramos Garagay,5530.0,Right Center Back,21,Peru,784,['45025b98-1bc4-4f1c-b1e3-4cc439cabaca'],9,,,,,,,,,,,,,,,Peru,00:08:09.120,Pass,
,,,,,,,,,,,,1.02,,,,,,,,,,,,,,,ee30c7aa-3e91-4f06-a3b0-4b27fe8f40ae,324,,"[80.0, 71.0]",7532,8,,-1.6092389,,,Right Foot,,,,"[79.0, 45.0]",,Ground Pass,26.019224,,,Christian Alberto Cueva Bravo,,,,1,From Free Kick,Luis Jan Piers Advíncula Castrillón,5521.0,Right Back,21,Peru,784,"['a0ce87fb-34d1-4ed2-8097-7cefbba55279', 'b8faf422-d6eb-47ba-ac71-19113e9e634f']",13,,,,,,,,,,,,,,,Peru,00:08:13.960,Pass,True
,,,,,,,,,,,,1.68,,,,,,,,,,,,,,,1847a22b-941c-469b-a7dd-73e76d25f24d,331,,"[77.0, 43.0]",7532,8,,-1.0714496,,,Right Foot,,,,"[83.0, 32.0]",,Ground Pass,12.529964,,,Édison Michael Flores Peralta,,,Recovery,1,From Free Kick,Christian Alberto Cueva Bravo,5519.0,Center Attacking Midfield,21,Peru,784,"['0857e14c-18ba-45f0-af52-bee03038a3c0', '9273dc83-dcdd-4898-8ad1-21ed39e25a23']",17,,,,,,,,,,,,,,,Peru,00:08:17.200,Pass,True
,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,e63830f6-7738-447a-bdf3-2c882f841700,334,,"[87.0, 25.0]",7532,8,,-1.0191413,,,Left Foot,,,,"[95.0, 12.0]",,Ground Pass,15.264338,,,Miguel Ángel Trauco Saavedra,,,,1,From Free Kick,Édison Michael Flores Peralta,5525.0,Left Wing,21,Peru,784,['0957f48f-8fa7-4ec5-ae21-18b781304342'],20,,,,,,,,,,,,,,,Peru,00:08:20.480,Pass,
,,,,,,,,,,,,1.573,,,,,,,,,,,,,,,749184a3-8b93-462e-a1e3-10a629265202,337,,"[100.0, 12.0]",7532,8,,1.0516502,,,Left Foot,True,,,"[116.0, 40.0]",,High Pass,32.24903,,Incomplete,,,,,1,From Free Kick,Miguel Ángel Trauco Saavedra,5518.0,Left Back,21,Peru,784,['41225dd9-9760-4d14-a059-ed77b54d13b0'],22,,,,,,,,,,,,,,,Peru,00:08:22.760,Pass,
,,,,,,,,,,,,1.96,,,,,,,,,,,,,,,e2dce749-b572-4af7-9e4e-8b4a745444ff,341,,"[19.0, 5.0]",7532,8,,2.1327178,,,Right Foot,,,,"[2.0, 32.0]",,Ground Pass,31.906113,,,Pedro David Gallese Quiróz,,,Recovery,1,From Keeper,Alberto Junior Rodríguez Valdelomar,5532.0,Left Center Back,22,Denmark,776,"['460d6876-528a-4b63-b2b3-22ce850e1c2a', '6ae6854b-9feb-4df2-9ae1-279721c7714f']",34,,,,,,,,,,,,,,,Peru,00:08:34.120,Pass,True
,,,,,,,,,,,,3.52,,,,,,,,,,,,,,,67c94089-852d-4c57-a749-f0bc19882fb6,344,,"[6.0, 28.0]",7532,8,,0.17021193,,,Left Foot,,,,"[70.0, 39.0]",,High Pass,64.93843,,Pass Offside,Christian Alberto Cueva Bravo,,,,1,From Keeper,Pedro David Gallese Quiróz,5528.0,Goalkeeper,22,Denmark,776,['8ed9fb77-3b6b-4af6-a954-8c1454dfb078'],39,,,,,,,,,,,,,,,Peru,00:08:39.840,Pass,
,,,,,,,,,,,,0.72,,,,,,,,,,,,,,,c36b700c-5c89-454a-a36c-40fad755217d,347,,"[45.0, 40.0]",7532,8,,-0.8960554,,,Right Foot,,,,"[53.0, 30.0]",,Ground Pass,12.806249,,,Thomas Delaney,,,,1,Regular Play,Andreas Christensen,3959.0,Left Center Back,23,Denmark,776,['5be9c03c-4a62-4202-994b-b6ca01d29d6f'],50,,,,,,,,,,,,,,,Denmark,00:08:50.933,Pass,
,,,,,,,,,,,,1.213,,,,,,,,,,,,,,,a987d041-60d8-4730-b3fa-cb66860c99a0,350,,"[50.0, 33.0]",7532,8,,-1.0358412,,,Left Foot,,,,"[66.0, 6.0]",,Ground Pass,31.38471,,,Jens Stryger Larsen,,,,1,Regular Play,Thomas Delaney,5527.0,Left Center Midfield,23,Denmark,776,['dc960dfa-6f93-4664-af24-af6edd229251'],54,,,,,,,,,,,,,,,Denmark,00:08:54.280,Pass,
,,,,,,,,,,,,1.733,,,,,,,,,,,,,,,586a41e8-2104-47f4-a79c-c8f38358364c,353,,"[68.0, 7.0]",7532,8,,2.2822554,,,Right Foot,,,,"[43.0, 36.0]",,Low Pass,38.28838,,,Andreas Christensen,,,,1,Regular Play,Jens Stryger Larsen,5524.0,Left Back,23,Denmark,776,['3c27e630-b5b0-4354-afdf-1733b5d20e3f'],56,,,,,,,,,,,,,,,Denmark,00:08:56.520,Pass,
